Gap Name	Opp Segment	Opportunity	Deal Motion	Product Line	Product Area	Product Capability	Severity Score	Severity	Is Industry Gap	Is International Gap	Created By	Created Date	CI Notes Header	ACV Bin	Opportunity Stage 	Brainstorm	CI Notes	Opp Close Date	Functionality Requirement	Headliner Feature	Gap ID	Industry Specific Gap Detail	Available Capability	Pain point(s)	Proposed Solution	Country Specific Gap Detail	Opp Pipeline Stage	Gap Summary	Type of Gap	Gap Status	Opp ID	Acct Super Industry	# Gaps
PG-00005774	North America	EDSI - LDP: HCM, CCB, BEN, USP, LRN, MCNF, REC, CE, MSG, TLO, FIN, RM, PLNF,PLNW,PB, PRJT, TT, AM, EXP, PRO, WSP	Prospect - Land with Core	Talent Management	Talent Acquisition	Candidates and Prospects;Screening and Assessments	3	Risk of Deal Loss (3)	No	No	Griffin McCarty	04/03/2025	CI Notes	ACV 0(K) to 300(K)	Won		iCIMS, ADP offer this functionality.	29/04/2025	"EDSI has shared the feedback that Workday has ""too many clicks"" to get to a candidate's actual resume and make a decision. Coming off iCIMS (currently has this functionality) and evaluating ADP + Rippling (both have shown a better method than Workday)."	Inability to take action off Candidate Resume	aTEVT0000000Uan4AE	 		Inefficiencies for Recruiting Team - EDSI Recruiting team does not like that with Workday, they have to click on the Resume attachment, and click back out to the Candidate Profile/Job Requisition in order to move the candidate to a different step/stage.			9- Closed/Won		Feature	Open	0064X00002KNfRkQAL	Professional & Business Services	1
PG-00005753	APAC	MINDEF - cHCM, REC, TLO, TT, LRN, WFP 1	Prospect - Land with Core	Talent Management	Talent Acquisition	Screening and Assessments	3	Risk of Deal Loss (3)	No	No	MJ Ng	04/02/2025	No CI Notes	ACV  > 5000(K)	Open			08/02/2027	Prospect wants to have functions in Recruiting that can automatically surface the Match between a candidate and the job they applied for.	Workday's Candidate Skills Match that is currently part of our Recruiting SKU will be deprecated and replaced by HiredScore candidate match, but HiredScore is not available as a SKU in the Dedicated Hosting Environment (DHE) that will be provided to the prospect (Singapore Ministry of Defense).	aTEVT0000000U2v4AE	 		Gap. Due to this deprecation of Workday's own Candidate Match function in Recruiting SKU, what was previously presented to prospect will no longer be available for prospect to use by the time they go live.			4- Pre-Close		Feature	Open	0064X00002IXgqjQAD	Federal / National Government	1
PG-00005747	North America	Suvoda - REC, CE, MSG, HiredScore	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Offers and Employment Agreements	3	Risk of Deal Loss (3)	No	No	Amy Pulido	04/01/2025	CI Notes	ACV 0(K) to 300(K)	Lost		Client is currently using Greenhouse. They have the ability to email an offer to the candidate to have them Docusign the offer and they do not need to create an account to do that.	17/10/2025	Candidate Home registration is required for offer letter.	"Client does not like the requirement for Candidate home to be registered to get offer letter.

Would like the ability to automate offer letter and interview guides to be sent to interviewers in outlook invites."	aTEVT0000000TtF4AU	 		Would prefer to not make a candidate have to register an account.			30- Closed/Lost to Competition		Feature	Open	006VT00000MsY4uYAF	Technology & Media	1
PG-00005701	North America	City of Monterey - Full Platform	Prospect - Land with Core	Talent Management	Talent Acquisition	Candidate Job Application Flow;Compliance and Data Privacy	3	Risk of Removal of SKU from Deal (3)	Yes	Yes	Sarah Mattingly	03/28/2025	CI Notes	ACV 300(K) to 500(K)	Lost		NeoGov solves for List of Eligibles as public-hiring specialty recruiting platform.	23/07/2025	Ability to auto-rank and vet out if candidate meets the minimum requirements to be added to list of eligibles. The list may need to be expired and audited.	List of Eligibles	aTEVT0000000Sh34AE	List of Eligibles for governement hiring. They need better automation of these lists. They currently use NeoGov for recruiting which is tailored to meet the needs of public sector hiring and audits.		If using Workday, would need to use workarounds to create a duplicate req to hold the list of eligibles to help with the reporting requirements.			30- Closed/Lost to Competition		Regulatory/Compliance	Open	0064X00002UfeGGQAZ	Public Sector	1
PG-00005650	North America	Talkdesk, Inc. - TLO, PKN	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition	Job Application Process	4	Requires Significant Manual and/or Costly Workaround (4)	No	No	Ashley Gonzalez	03/26/2025	CI Notes	ACV 0(K) to 300(K)	Won		LinkedIn Easy Apply Integration - Greenhouse and Lever both have it. Most other point solutions offer this.	30/04/2025	Integrate workday applications with LinkedIn Easy Apply.	LinkedIn Easy Apply	aTEVT0000000RMn4AM	 		Cumbersome application process, concerned about candidate drop-off.	https://collaborate.workday.com/t5/Talent-Management/Enable-LinkedIn-Apply-Connect-functionality-previously-known-as/idi-p/1213638		9- Closed/Won		Integration	Open	0064X00002UfWCPQA3	Technology & Media	1
PG-00005615	North America	Watts Water - TLOA	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Screening and Assessments	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Shanty Sritharan	03/21/2025	No CI Notes	ACV 0(K) to 300(K)	Won			29/04/2025	Need a better way of quickly ranking or scoring candidates within Workday outside of HiredScore.	Skills Match	aTEVT0000000QSL4A2	 	Representative Capability is not in list	The Skills Match functionality is not helpful to the customer.  It's not working properly and requires too much manual effort.			9- Closed/Won		Feature	Open	006VT00000MnTKLYA3	Manufacturing	1
PG-00005565	North America	CompoSecure - LDP: HCM, AM, ACM, BEN, CCB, GPC, HLP, USP, REC, SC, TLO, TT, WSP	Prospect - Land with Core	Talent Management	Talent Acquisition	Job Postings	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Alyson Tamblyn	03/17/2025	CI Notes	ACV 300(K) to 500(K)	Won		These 5 questions were marked mandatory in the RFP, leads me to believe a point solution does this.	29/12/2025	Does not want any manual intervention to post jobs to internal or external sites, and wants to be able to set up different condition rules for where to post and when depending on job type. Also wants the job posting to auto-update with any job requisition changes.	Automate job postings based on condition rules	aTEVT0000000PBJ4A2	 		Manual maintenance of job postings across industry specific, internal, and external job boards, especially when job requisitions change	The step triggers to the inbox to post job, and helptext can be added for guidance on where to post. Dates can be added to post internally before externally. Jobs can be auto-unposted when JR is filled.		9- Closed/Won		Feature	Open	0064X00002SHGQ5QAP	Manufacturing	1
PG-00005541	North America	Fitness Ventures - STLLDP: HCM, CCB, BEN MUSPM LRN, MCNF, REC, MSG, ACM, TLO, TT, AM, SC, SCLO, WSP	Prospect - Land with Core	Talent Management	Talent Acquisition	Job Postings	3	Risk of Removal of SKU from Deal (3)	No	No	Avery Hall	03/12/2025	No CI Notes	ACV 300(K) to 500(K)	Won			04/09/2025	Prospect is a franchisee of Crunch gyms and would like to use Workday Recruiting as their ATS, but post to CareerPlug as a 3rd party job board, because Crunch Corporate uses CareerPlug. Because CareerPlug has an ATS, it is unlikely that they will be amenable to an integration with Workday.	Integrate Workday Recruiting and CareerPlug	aTEVT0000000OYb4AM	 		No integration would require that the prospect post their jobs in CareerPlug (a competitor) and then move applied candidate data from CareerPlug to Workday Recruiting. Alternatively, they will choose to continue to use only CareerPlug.			9- Closed/Won		Integration	Open	006VT00000M03yxYAB	Professional & Business Services	1
PG-00005508	North America	Westat, Inc. - REC	Core Customer - Expand with Core	Talent Management	Talent Acquisition	Screening and Assessments	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Kate Marchant	03/11/2025	No CI Notes	ACV 0(K) to 300(K)	Do Nothing			18/12/2025	Westat has the requirement to restrict the number of candidates a recruiter can view at a given time to just 10 candidates on the screen at a time. This prevents them from just going through candidates at random without any order. They need to require their recruiters to review all 10 before moving on to 11-20 as an example.	Restrict Number of Candidates a Recruiter can view at a time	aTEVT0000000NhN4AU	 		This requirement has to do with compliance requirements today.	I suggested they use the mask candidate feature to prevent bias in the candidate review and selection process which they liked but didn't love. I also mentioned the ability to filter the candidate column based on recency of candidate application where the candidate name is bold until you review it which they thought was a good workaround in combination with proper training for their recruiting folks to follow the guidelines.		31- Closed/Lost to Do Nothing		Regulatory/Compliance	Open	0064X00002SFsshQAD	Professional & Business Services	1
PG-00005493	North America	GameStop, Inc.-FY27	Core - Renewal Uplift	Talent Management	Talent Acquisition	Candidates and Prospects;Communications and Notifications	3	Risk of Removal of SKU from Deal (3)	No	No	Sara Leung	03/10/2025	No CI Notes	ACV 0(K) to 300(K)	Closed			29/04/2026	Customer wants the ability to turn COI off. They do not care about compliance.	COI	aTEVT0000000NJB4A2	 		they feel that the current solution is detrimental to candidate experience and that there has to be a better way than a double opt in	shared the response from product and the next level around COI.		35-Closed/Lost			Open	0064X00002PjTUpQAN	Retail	1
PG-00005491	North America	McGraw Hill LLC - REC, HiredScore	Prospect - Land with Non-Core	Talent Management	Talent Acquisition	Career Sites;Interviews	4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Amy Pulido	03/07/2025	No CI Notes	ACV 0(K) to 300(K)	Do Nothing			10/10/2025	Want a chatbot to assist candidates with questions on application and career site,  want video interviewing	Looking to partner with Paradox for Career site and interview functionality	aTEVT0000000NFx4AM	 	Representative Capability is not in list	want to reduce candidate questions and speed up hiring process	leverage integration with Paradox		31- Closed/Lost to Do Nothing		Feature	Open	0064X00002P5LC1QAN	Technology & Media	1
PG-00005482	North America	Sparus Holdings - LDP: HCM, HLP, CCB, BEN, USP, LRN, REC, MSG, ACM, TLO, TT, AM, CLM, CLMAIM, WSP	Prospect - Land with Core	Talent Management	Talent Acquisition	Candidate Job Application Flow;Screening and Assessments	4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Alyson Tamblyn	03/01/2025	No CI Notes	ACV 300(K) to 500(K)	Won			31/07/2025	Auto-Decline if candidate matches a pre-hire that is not eligible for rehire	Auto-disposition if not eligible for rehire	aTEVT0000000N1R4AU	 		Does not want recruiters to have to research to find out	Adding the Eligible for Rehire column to candidate grid		9- Closed/Won		Feature	Open	0064X00002SHgqTQAT	Professional & Business Services	1
PG-00005427	North America	Lexicon - LDP HCM, REC, MSG, GPC, ADVCOMP, and ABSMGT	Prospect - Land with Core	Talent Management	Talent Acquisition		1	Significantly Contributed to Deal Loss (1)	No	No	Velda Johnson	02/26/2025	No CI Notes	ACV 300(K) to 500(K)	Qual Out			25/03/2025	The customer would like an alternative to requiring potential candidates to have an email address. They are a construction company and explained that they have a large population of potential applicants that either do not have or choose not using an email address.	Candidate email requirement.	aTEVT0000000Laj4AE	 		They believe that this requirement restricts their ability to fully consider their potential talent pool.	Provide an alternative to emails or make them optional.		32- Closed Mid Cycle Qual Out		Feature	Open	006VT00000M6Ud5YAF	Professional & Business Services	1
PG-00005359	North America	Roseburg Forest Products - A la Carte	Prospect - Land with Core	Talent Management	Talent Acquisition	Job Requisitions	3	Risk of Deal Loss (3)	Yes	No	Eva Isaacs	02/21/2025	No CI Notes	ACV 300(K) to 500(K)	Won			31/10/2025	Prospect needs to be able to post internal jobs to select group of workers in order to give them access to bid for that job. The job is awarded based off of seniority in the job profile and company and other job level functionality.	Job Bidding	aTEVT0000000Jp34AE	Manufacturing		Establishing job requisitions for each open job is a lot of work and has no way to limit who can see each posting. Workers can only bid for jobs they are eligible for.	Restrict job requisitions to certain populations.		9- Closed/Won		Feature	Open	0064X00002UfafRQAR	Manufacturing	1
